NorthVehicles,SouthVehicles,EastVehicles,WestVehicles,NorthWaitingTime,SouthWaitingTime,EastWaitingTime,WestWaitingTime,TimeOfDay,Weather,Emergency,TrafficDensity,CongestionLevel,GreenSignalTime,BestRoad
53,42,28,15,110,86,65,42,Morning,Clear,None,High,High,50,North
29,19,21,35,66,39,44,72,Afternoon,Clear,None,High,Medium,30,West
45,47,29,19,96,101,60,44,Morning,Clear,None,High,High,40,South
7,0,10,4,19,11,31,22,Night,Clear,None,Low,Low,10,East
29,18,21,34,70,45,47,73,Afternoon,Clear,None,High,Medium,30,West
39,41,30,34,136,150,100,124,Evening,Foggy,West,High,Very High,30,West
7,10,7,5,24,21,20,20,Night,Clear,None,Low,Low,10,South
14,4,5,4,30,14,18,19,Night,Clear,None,Low,Low,20,North
32,20,28,33,65,41,63,73,Afternoon,Clear,None,High,High,30,West
33,35,46,51,76,71,104,111,Evening,Clear,None,Very High,High,50,West
32,24,42,45,79,53,98,96,Evening,Clear,None,High,High,40,West
32,31,34,37,64,76,76,84,Evening,Clear,None,High,High,40,West
20,15,17,28,48,36,46,60,Afternoon,Clear,None,Medium,Medium,30,West
20,27,24,20,50,60,56,53,Afternoon,Clear,None,Medium,Medium,30,South
46,30,24,24,94,75,59,57,Morning,Clear,None,High,High,40,North
37,25,33,13,85,64,78,34,Morning,Clear,None,High,High,40,North
32,27,39,43,78,60,91,101,Evening,Clear,None,High,High,40,West
26,25,29,29,61,63,73,73,Evening,Clear,None,High,High,30,West
32,30,39,37,68,61,91,83,Evening,Clear,None,High,High,40,East
48,50,14,25,109,109,29,60,Morning,Clear,None,High,High,40,South
32,29,13,22,71,58,41,56,Afternoon,Clear,None,Medium,Medium,30,North
31,26,26,15,102,78,85,45,Afternoon,Rainy,None,Medium,High,30,North
26,39,33,34,80,136,110,117,Evening,Foggy,None,High,Very High,40,South
31,25,23,31,63,56,59,72,Afternoon,Clear,None,High,High,30,West
38,45,31,12,78,93,67,37,Morning,Clear,None,High,High,40,South
26,29,29,27,83,83,85,82,Evening,Rainy,None,High,High,30,East
41,46,19,19,87,104,43,44,Morning,Clear,None,High,High,40,South
4,4,13,8,12,18,33,28,Night,Clear,None,Low,Low,20,East
5,6,2,7,16,13,6,28,Night,Clear,None,Low,Low,10,West
19,30,37,19,79,97,124,71,Afternoon,Foggy,None,High,High,40,East
44,47,26,25,137,161,97,80,Morning,Foggy,None,High,Very High,40,South
29,22,29,34,105,83,108,120,Afternoon,Foggy,None,High,Very High,30,West
29,20,39,33,64,50,84,72,Evening,Clear,None,High,High,40,East
45,45,24,26,98,100,60,53,Morning,Clear,None,High,High,40,South
32,42,27,11,78,85,68,31,Morning,Clear,None,High,High,40,South
46,29,50,33,101,68,109,74,Evening,Clear,None,High,High,40,East
22,26,25,29,50,67,50,59,Afternoon,Clear,None,High,Medium,30,West
10,0,11,6,23,12,24,17,Night,Clear,None,Low,Low,20,East
38,23,48,40,83,50,99,82,Evening,Clear,None,High,High,40,East
16,24,34,25,58,67,91,85,Afternoon,Rainy,None,Medium,High,30,East
1,10,13,7,9,35,41,27,Night,Clear,None,Low,Low,20,East
42,44,29,24,133,151,100,91,Morning,Foggy,None,High,Very High,40,South
29,33,18,18,70,68,44,38,Afternoon,Clear,None,Medium,Medium,30,South
39,20,44,32,90,47,97,69,Evening,Clear,None,High,High,40,East
19,29,32,16,40,58,74,41,Afternoon,Clear,None,Medium,Medium,30,East
31,40,48,34,68,89,99,68,Evening,Clear,None,High,High,40,East
8,2,1,0,24,16,11,4,Night,Clear,None,Low,Low,10,North
35,21,51,29,70,42,110,71,Evening,Clear,None,High,High,50,East
30,35,28,33,73,74,65,76,Afternoon,Clear,None,High,High,30,West
3,8,9,4,27,28,43,21,Night,Rainy,None,Low,Low,10,East
43,27,39,34,95,56,92,82,Evening,Clear,None,High,High,40,North
55,30,31,29,163,83,98,79,Morning,Rainy,None,High,Very High,50,North
27,44,45,41,63,97,105,89,Evening,Clear,None,High,High,40,East
8,6,11,13,22,14,26,31,Night,Clear,None,Low,Low,20,West
33,27,35,43,80,64,79,94,Evening,Clear,None,High,High,40,West
25,33,38,49,62,75,89,108,Evening,Clear,None,High,High,40,West
15,20,14,23,33,49,31,46,Afternoon,Clear,None,Medium,Medium,30,West
31,39,25,25,64,80,62,65,Morning,Clear,West,High,High,30,West
36,30,44,36,86,64,103,79,Evening,Clear,None,High,High,40,East
21,24,33,35,51,49,67,74,Afternoon,Clear,None,High,High,30,West
35,43,27,25,84,87,69,53,Morning,Clear,None,High,High,40,South
8,10,0,3,44,31,20,31,Night,Foggy,None,Low,Medium,10,North
30,28,50,31,69,67,103,71,Evening,Clear,None,High,High,40,East
35,36,54,49,79,86,121,102,Evening,Clear,None,Very High,High,50,East
43,28,53,45,98,57,111,100,Evening,Clear,None,Very High,High,50,East
37,16,22,17,89,42,44,44,Afternoon,Clear,None,Medium,Medium,40,North
43,49,18,10,96,104,51,35,Morning,Clear,None,High,High,40,South
39,41,52,37,85,83,118,89,Evening,Clear,None,Very High,High,50,East
29,29,45,43,59,71,102,99,Evening,Clear,None,High,High,40,East
31,17,52,51,67,46,106,104,Evening,Clear,None,High,High,50,East
37,26,32,29,87,60,79,73,Afternoon,Clear,None,High,High,40,North
7,3,5,10,27,15,24,31,Night,Foggy,None,Low,Low,10,West
17,18,31,33,37,42,63,77,Afternoon,Clear,None,Medium,Medium,30,West
43,22,41,35,92,44,83,76,Evening,Clear,None,High,High,40,North
21,32,24,19,68,102,68,52,Afternoon,Rainy,None,Medium,High,30,South
33,36,44,33,81,84,91,75,Evening,Clear,None,High,High,40,East
23,33,33,19,54,79,80,46,Afternoon,Clear,None,High,High,30,East
31,34,32,23,64,75,74,57,Afternoon,Clear,None,High,High,30,South
37,40,36,49,76,82,81,101,Evening,Clear,None,Very High,High,40,West
31,30,37,21,108,100,122,75,Morning,Foggy,None,High,Very High,40,East
6,3,1,1,25,24,9,6,Night,Rainy,None,Low,Low,10,North
16,18,12,32,62,62,35,102,Afternoon,Rainy,None,Medium,High,30,West
36,34,19,11,78,73,41,25,Morning,Clear,West,High,Medium,40,North
35,37,35,19,117,119,114,58,Afternoon,Foggy,None,High,Very High,40,South
30,48,25,29,67,98,57,72,Morning,Clear,None,High,High,40,South
34,42,22,26,102,122,59,74,Morning,Rainy,None,High,High,40,South
34,40,24,11,81,80,48,24,Morning,Clear,None,High,Medium,40,South
37,42,33,25,76,85,74,57,Morning,Clear,None,High,High,40,South
40,52,28,23,89,114,68,48,Morning,Clear,None,High,High,50,South
12,9,4,9,33,25,25,28,Night,Rainy,None,Low,Low,20,North
25,15,27,35,65,40,59,78,Afternoon,Clear,West,High,High,30,West
18,18,28,22,45,50,68,52,Afternoon,Clear,None,Medium,Medium,30,East
23,17,29,22,79,60,105,69,Afternoon,Foggy,None,Medium,High,30,East
39,41,36,36,139,142,125,120,Evening,Foggy,None,High,Very High,40,South
3,0,2,5,21,8,9,10,Night,Clear,None,Low,Low,10,West
41,24,29,28,82,55,72,71,Evening,Clear,None,High,High,40,North
47,47,35,29,99,96,79,68,Morning,Clear,None,High,High,40,North
36,32,34,45,81,70,77,104,Evening,Clear,None,High,High,40,West
53,36,14,20,115,86,36,42,Morning,Clear,None,High,High,50,North
22,27,35,32,50,59,76,66,Evening,Clear,None,High,High,30,East
34,22,19,24,83,47,41,50,Afternoon,Clear,None,Medium,Medium,30,North
10,2,4,13,33,22,24,36,Night,Rainy,None,Low,Low,20,West
29,37,31,26,65,87,70,52,Morning,Clear,None,High,High,40,South
46,36,34,11,93,82,77,36,Morning,Clear,None,High,High,40,North
33,25,32,14,124,100,114,44,Afternoon,Foggy,None,High,High,30,North
0,4,8,0,7,12,16,4,Night,Clear,None,Low,Low,10,East
23,33,31,37,70,93,95,106,Evening,Rainy,None,High,High,40,West
4,6,1,6,26,18,9,38,Night,Foggy,None,Low,Low,10,West
30,49,26,13,62,112,65,38,Morning,Clear,East,High,High,40,South
27,24,24,32,62,54,57,74,Afternoon,Clear,None,High,High,30,West
3,0,0,8,18,4,16,31,Night,Rainy,None,Low,Low,10,West
39,40,22,13,81,91,52,36,Morning,Clear,None,High,High,40,South
36,43,32,19,80,86,79,45,Morning,Clear,None,High,High,40,South
28,31,28,26,56,65,63,58,Afternoon,Clear,None,High,High,30,South
35,25,35,47,101,71,110,128,Evening,Rainy,None,High,Very High,40,West
37,33,13,29,125,108,55,102,Morning,Foggy,None,High,High,40,North
42,34,21,29,87,80,47,58,Morning,Clear,None,High,High,40,North
30,51,21,20,67,110,52,49,Morning,Clear,None,High,High,50,South
33,45,40,31,69,95,85,63,Evening,Clear,None,High,High,40,South
34,24,29,31,70,52,68,70,Afternoon,Clear,None,High,High,30,North
34,45,14,25,83,104,37,60,Morning,Clear,None,High,High,40,South
23,29,32,33,77,110,113,116,Afternoon,Foggy,West,High,Very High,30,West
9,12,13,5,27,52,45,33,Night,Rainy,None,Low,Medium,20,South
31,25,43,33,70,57,89,78,Evening,Clear,None,High,High,40,East
55,30,19,21,122,72,42,53,Morning,Clear,None,High,High,50,North
38,19,12,31,90,41,25,74,Afternoon,Clear,None,High,Medium,40,North
35,31,27,24,97,99,91,71,Afternoon,Rainy,None,High,High,30,North
0,4,1,9,0,15,10,24,Night,Clear,North,Low,Low,10,North
31,27,30,22,75,66,74,47,Afternoon,Clear,None,High,High,30,North
25,28,50,41,57,71,103,87,Evening,Clear,None,High,High,40,East
23,38,42,53,49,85,92,117,Evening,Clear,None,High,High,50,West
40,39,36,41,85,93,84,88,Evening,Clear,None,High,High,40,West
24,25,35,38,62,61,81,79,Evening,Clear,None,High,High,40,West
23,41,43,36,60,84,97,76,Evening,Clear,None,High,High,40,East
18,29,33,22,47,69,74,50,Afternoon,Clear,None,High,High,30,East
25,37,53,44,65,89,111,89,Evening,Clear,None,High,High,50,East
9,0,3,3,25,10,7,19,Night,Clear,None,Low,Low,10,North
21,24,26,19,79,93,100,79,Afternoon,Foggy,None,Medium,High,30,East
31,19,19,36,62,38,52,83,Afternoon,Clear,None,High,Medium,40,West
17,36,18,33,34,79,46,67,Afternoon,Clear,None,High,Medium,40,South
30,37,49,40,68,74,104,87,Evening,Clear,South,High,High,40,South
31,27,17,31,71,60,35,76,Afternoon,Clear,None,High,High,30,West
34,31,41,46,108,85,121,128,Evening,Rainy,None,High,Very High,40,West
45,30,48,30,93,71,107,67,Evening,Clear,None,High,High,40,East
52,28,31,18,117,65,67,48,Morning,Clear,None,High,High,50,North
33,32,54,33,103,91,162,98,Evening,Rainy,None,High,Very High,50,East
41,29,55,39,90,63,123,87,Evening,Clear,None,Very High,High,50,East
44,28,17,22,91,61,42,44,Morning,Clear,None,High,Medium,40,North
30,22,43,52,74,59,97,105,Evening,Clear,None,High,High,50,West
38,34,50,44,81,81,100,89,Evening,Clear,None,Very High,High,40,East
21,17,35,25,56,46,80,58,Afternoon,Clear,None,Medium,High,30,East
28,38,56,43,82,117,162,124,Evening,Rainy,None,Very High,Very High,50,East
26,20,33,40,71,63,94,124,Evening,Rainy,None,High,High,40,West
22,33,42,36,55,69,99,72,Evening,Clear,None,High,High,40,East
7,7,4,11,28,20,16,32,Night,Clear,None,Low,Low,20,West
22,33,35,31,48,69,73,63,Afternoon,Clear,None,High,High,30,East
43,49,11,22,96,104,23,44,Morning,Clear,None,High,High,40,South
26,29,33,16,62,58,79,43,Afternoon,Clear,North,High,High,30,North
43,27,32,33,96,61,75,72,Evening,Clear,None,High,High,40,North
5,4,3,7,24,12,19,27,Night,Clear,None,Low,Low,10,West
34,40,25,22,97,117,68,74,Morning,Rainy,None,High,High,40,South
30,40,47,46,93,121,136,140,Evening,Rainy,None,Very High,Very High,40,West
54,36,27,21,121,78,65,46,Morning,Clear,None,High,High,50,North
32,22,16,31,106,62,63,102,Afternoon,Rainy,None,High,High,30,West
31,35,55,52,71,75,116,105,Evening,Clear,None,Very High,High,50,East
40,29,43,38,85,71,98,78,Evening,Clear,None,High,High,40,East
32,30,30,26,101,91,101,78,Afternoon,Rainy,None,High,High,30,North
1,14,12,0,5,31,31,7,Night,Clear,None,Low,Low,20,South
22,25,33,29,47,64,77,72,Afternoon,Clear,None,High,High,30,East
29,24,29,28,71,55,59,59,Afternoon,Clear,None,High,High,30,North
20,34,32,30,47,77,79,75,Afternoon,Clear,None,High,High,30,South
23,23,37,17,51,46,75,41,Afternoon,Clear,None,High,Medium,40,East
43,48,19,13,101,104,38,29,Morning,Clear,None,High,High,40,South
29,31,31,19,111,97,114,80,Afternoon,Foggy,None,High,Very High,30,East
34,31,29,16,68,62,67,46,Afternoon,Clear,None,High,High,30,North
32,29,38,41,120,111,128,137,Evening,Foggy,None,High,Very High,40,West
36,51,11,23,81,114,28,54,Morning,Clear,None,High,High,50,South
23,22,55,37,81,78,151,112,Evening,Rainy,None,High,Very High,50,East
24,33,45,52,63,73,104,113,Evening,Clear,None,High,High,50,West
8,4,4,3,18,23,13,13,Night,Clear,None,Low,Low,10,North
3,3,7,13,9,13,25,33,Night,Clear,None,Low,Low,20,West
9,12,5,8,33,43,25,32,Night,Rainy,West,Low,Medium,10,West
29,22,17,15,72,44,36,34,Afternoon,Clear,None,Medium,Medium,30,North
34,39,42,51,109,105,120,137,Evening,Rainy,None,Very High,Very High,50,West
49,42,11,16,100,98,22,36,Morning,Clear,None,High,High,40,North
22,33,52,42,45,76,105,89,Evening,Clear,None,High,High,50,East
34,23,51,44,102,68,155,121,Evening,Rainy,None,High,Very High,50,East
20,17,19,22,42,45,46,49,Afternoon,Clear,None,Medium,Medium,30,West
25,21,20,19,75,70,70,71,Afternoon,Rainy,None,Medium,High,30,North
13,15,17,21,28,31,39,53,Afternoon,Clear,None,Medium,Medium,30,West
44,20,34,38,101,49,78,88,Evening,Clear,None,High,High,40,North
12,35,38,26,35,76,90,61,Afternoon,Clear,None,High,High,40,East
40,54,27,22,83,115,68,46,Morning,Clear,None,High,High,50,South
32,30,51,34,70,64,105,77,Evening,Clear,None,High,High,50,East
32,46,14,21,64,102,33,42,Morning,Clear,None,High,High,40,South
46,32,34,17,106,71,82,49,Morning,Clear,None,High,High,40,North
38,18,36,23,83,46,80,55,Afternoon,Clear,None,High,High,40,North
19,19,27,23,52,58,90,68,Afternoon,Rainy,None,Medium,High,30,East
30,37,53,39,97,109,159,121,Evening,Rainy,None,High,Very High,50,East
21,26,30,24,50,65,71,59,Afternoon,Clear,None,High,High,30,East
40,39,55,32,95,92,122,74,Evening,Clear,None,Very High,High,50,East
27,29,44,52,55,65,102,119,Evening,Clear,None,High,High,50,West
7,7,0,8,19,29,2,22,Night,Clear,None,Low,Low,10,South
35,23,51,32,98,68,155,89,Evening,Rainy,None,High,Very High,50,East
23,23,26,18,47,58,61,36,Afternoon,Clear,None,Medium,Medium,30,East
41,42,11,19,90,99,25,45,Morning,Clear,None,High,High,40,South
12,3,1,7,25,19,5,22,Night,Clear,None,Low,Low,20,North
51,39,14,18,111,88,37,44,Morning,Clear,None,High,High,50,North
41,53,25,18,87,115,54,44,Morning,Clear,None,High,High,50,South
26,17,25,28,63,42,60,57,Afternoon,Clear,None,Medium,Medium,30,West
21,24,23,21,68,75,76,72,Afternoon,Rainy,None,Medium,High,30,South
30,25,21,27,64,60,57,56,Afternoon,Clear,None,High,Medium,30,North
44,32,47,40,88,64,105,92,Evening,Clear,None,Very High,High,40,East
51,43,17,16,107,93,38,40,Morning,Clear,None,High,High,50,North
10,13,7,5,52,63,29,27,Night,Foggy,None,Low,Medium,20,South
9,10,9,5,30,27,26,19,Night,Clear,None,Low,Low,10,South
52,27,30,18,109,58,66,50,Morning,Clear,None,High,High,50,North
9,1,0,6,28,14,20,28,Night,Rainy,None,Low,Low,10,North
21,40,30,33,51,86,74,81,Evening,Clear,None,High,High,40,South
34,32,21,17,70,66,46,43,Afternoon,Clear,None,High,Medium,30,North
39,15,37,29,82,34,77,65,Evening,Clear,None,High,High,40,North
39,27,53,50,110,74,163,139,Evening,Rainy,None,Very High,Very High,50,East
19,25,48,33,62,89,155,106,Evening,Foggy,None,High,Very High,40,East
29,38,28,16,61,90,59,33,Morning,Clear,None,High,High,40,South
31,28,29,19,102,81,91,67,Afternoon,Rainy,None,High,High,30,North
35,49,17,18,73,98,43,48,Morning,Clear,None,High,High,40,South
53,47,19,11,116,96,39,26,Morning,Clear,None,High,High,50,North
28,20,17,21,62,50,48,57,Afternoon,Clear,None,Medium,Medium,30,North
21,17,30,34,53,49,61,69,Afternoon,Clear,None,High,Medium,30,West
7,5,0,6,19,11,15,12,Night,Clear,None,Low,Low,10,North
9,15,0,7,27,35,7,27,Night,Clear,None,Low,Low,20,South
20,32,19,27,44,71,48,62,Afternoon,Clear,None,Medium,Medium,30,South
36,29,18,22,72,72,45,44,Afternoon,Clear,None,High,Medium,40,North
11,7,1,14,24,20,11,28,Night,Clear,None,Low,Low,20,West
36,18,42,52,82,51,89,119,Evening,Clear,None,High,High,50,West
20,19,27,18,55,62,76,55,Afternoon,Rainy,None,Medium,High,30,East
24,30,33,44,81,94,101,122,Evening,Rainy,None,High,High,40,West
2,12,10,11,21,43,27,33,Night,Rainy,None,Low,Medium,20,South
6,12,6,7,16,38,25,27,Night,Clear,North,Low,Low,10,North
42,29,27,48,98,69,60,98,Evening,Clear,None,High,High,40,West
9,0,9,4,25,11,33,19,Night,Clear,None,Low,Low,10,East
36,40,17,27,75,88,49,63,Morning,Clear,None,High,High,40,South
30,33,40,30,74,71,94,67,Evening,Clear,None,High,High,40,East
26,18,34,16,65,46,74,42,Afternoon,Clear,None,Medium,Medium,30,East
43,38,48,44,95,86,104,92,Evening,Clear,None,Very High,High,40,East
3,13,4,5,14,36,14,23,Night,Clear,None,Low,Low,20,South
40,49,19,12,94,113,53,35,Morning,Clear,None,High,High,40,South
42,40,36,33,91,94,77,79,Evening,Clear,None,High,High,40,North
34,36,28,26,95,109,93,75,Afternoon,Rainy,None,High,High,40,South
53,31,31,28,106,70,63,56,Morning,Clear,None,High,High,50,North
1,10,9,12,10,27,27,40,Night,Rainy,None,Low,Low,20,West
49,47,33,23,104,96,80,50,Morning,Clear,None,High,High,40,North
31,27,25,25,99,89,68,79,Afternoon,Rainy,None,High,High,30,North
38,35,39,42,83,75,82,89,Evening,Clear,None,High,High,40,West
37,17,55,32,86,42,125,78,Evening,Clear,None,High,High,50,East
45,33,32,37,100,79,76,82,Evening,Clear,None,High,High,40,North
9,2,0,9,38,26,10,35,Night,Foggy,None,Low,Low,10,West
2,13,5,3,9,29,10,15,Night,Clear,None,Low,Low,20,South
31,27,16,18,77,67,44,42,Afternoon,Clear,None,Medium,Medium,30,North
21,33,26,30,85,119,88,114,Afternoon,Foggy,None,High,Very High,30,South
34,28,41,32,83,70,97,64,Evening,Clear,None,High,High,40,East
40,50,33,11,145,161,111,49,Morning,Foggy,None,High,Very High,40,South
0,0,4,7,2,13,25,39,Night,Rainy,None,Low,Low,10,West
5,4,8,6,12,22,18,21,Night,Clear,None,Low,Low,10,West
27,33,31,38,69,80,75,82,Evening,Clear,None,High,High,40,West
49,45,25,23,106,99,50,54,Morning,Clear,None,High,High,40,North
31,31,29,28,68,74,73,65,Afternoon,Clear,None,High,High,30,South
46,51,17,9,158,178,54,35,Morning,Foggy,None,High,Very High,50,South
2,4,13,12,8,17,33,37,Night,Clear,None,Low,Low,20,West
38,33,15,16,106,105,48,45,Morning,Rainy,None,High,High,40,North
36,16,36,33,85,42,76,71,Evening,Clear,None,High,High,40,North
34,34,47,37,122,105,162,134,Evening,Foggy,None,High,Very High,40,East
28,24,39,32,93,94,144,102,Evening,Foggy,None,High,Very High,40,East
21,22,18,26,56,48,36,57,Afternoon,Clear,None,Medium,Medium,30,West
55,44,14,16,116,99,30,46,Morning,Clear,None,High,High,50,North
23,21,48,36,67,59,143,113,Evening,Rainy,None,High,High,40,East
34,20,45,34,99,74,137,95,Evening,Rainy,None,High,Very High,40,East
40,29,49,36,144,91,170,113,Evening,Foggy,None,High,Very High,40,East
21,26,29,22,72,89,111,74,Afternoon,Foggy,None,Medium,High,30,East
30,40,33,40,68,83,80,92,Evening,Clear,None,High,High,40,West
34,37,28,21,91,108,91,59,Morning,Rainy,None,High,High,40,South
42,49,21,20,85,107,50,45,Morning,Clear,None,High,High,40,South
20,31,23,17,40,70,49,49,Afternoon,Clear,None,Medium,Medium,30,South
31,38,44,47,95,109,139,141,Evening,Rainy,None,Very High,Very High,40,West
43,20,46,38,90,45,96,88,Evening,Clear,None,High,High,40,East
24,13,18,34,59,35,41,75,Afternoon,Clear,None,Medium,Medium,30,West
4,1,4,6,19,2,17,15,Night,Clear,None,Low,Low,10,West
32,41,14,19,71,94,39,47,Morning,Clear,None,High,High,40,South
10,6,0,4,34,13,5,23,Night,Clear,None,Low,Low,10,North
45,41,17,14,97,89,49,32,Morning,Clear,None,High,High,40,North
6,7,1,5,22,16,3,23,Night,Clear,None,Low,Low,10,West
25,35,34,45,87,98,99,124,Evening,Rainy,None,High,Very High,40,West
23,23,39,49,61,58,86,101,Evening,Clear,None,High,High,40,West
25,20,30,38,53,55,66,87,Evening,Clear,None,High,High,40,West
29,36,44,47,108,114,148,155,Evening,Foggy,None,High,Very High,40,West
15,3,11,8,40,7,33,28,Night,Clear,None,Low,Low,20,North
39,47,15,13,118,137,40,41,Morning,Rainy,None,High,High,40,South
18,28,24,13,67,83,74,55,Afternoon,Rainy,None,Medium,High,30,South
21,28,44,38,43,70,93,83,Evening,Clear,None,High,High,40,East
45,30,31,19,100,73,74,47,Morning,Clear,None,High,High,40,North
18,36,36,33,55,130,114,106,Evening,Foggy,None,High,Very High,40,South
11,7,8,1,35,37,22,6,Night,Rainy,None,Low,Low,20,North
30,32,27,32,73,71,59,72,Afternoon,Clear,None,High,High,30,West
32,19,22,31,68,39,54,74,Afternoon,Clear,None,High,Medium,30,West
37,16,23,35,82,38,58,76,Afternoon,Clear,None,High,High,40,North
30,32,17,16,60,78,36,43,Afternoon,Clear,None,Medium,Medium,30,South
41,36,27,35,86,82,65,73,Evening,Clear,None,High,High,40,North
32,46,37,30,71,98,81,65,Morning,Clear,None,High,High,40,South
37,54,23,14,84,112,58,36,Morning,Clear,None,High,High,50,South
17,31,15,13,58,117,68,58,Afternoon,Foggy,None,Medium,High,30,South
46,39,21,15,98,92,52,38,Morning,Clear,None,High,High,40,North
29,27,14,21,85,74,56,64,Afternoon,Rainy,None,Medium,High,30,North
33,47,23,27,67,99,51,62,Morning,Clear,None,High,High,40,South
42,34,45,32,95,80,100,67,Evening,Clear,None,High,High,40,East
45,51,16,14,100,105,45,41,Morning,Clear,None,High,High,50,South
1,2,8,0,12,12,19,15,Night,Clear,None,Low,Low,10,East
37,37,48,48,75,77,109,104,Evening,Clear,None,Very High,High,40,West
18,32,16,23,66,94,52,68,Afternoon,Rainy,None,Medium,High,30,South
